,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-6515-3p,0.537503186,0.988385637,0.752309032,1.313802699,0.188912609,NA
hsa-miR-6515-5p,1.114319879,-0.412336508,0.716623079,-0.575388262,0.565028741,NA
hsa-miR-6516-3p,8.095000002,0.344903561,0.375584965,0.918310352,0.358456409,0.618045795
hsa-miR-6516-5p,4.151678392,0.413022365,0.496608471,0.831686105,0.405586146,0.666638453
hsa-miR-652-3p,445.9554458,-0.550404314,0.16274788,-3.38194459,0.000719747,0.006668803
hsa-miR-652-5p,22.37750533,-0.486462527,0.390073779,-1.24710389,0.212359407,0.453755712
hsa-miR-653-3p,0.76465982,-0.850163241,0.748211725,-1.136260249,0.255847662,NA
hsa-miR-653-5p,8.532138848,-1.759239462,0.394130653,-4.463594623,8.06E-06,0.00018752
hsa-miR-654-3p,343.063492,0.804053702,0.341315567,2.355748694,0.018485419,0.084701984
hsa-miR-654-5p,6.046404428,0.384524907,0.4292584,0.895788894,0.370365523,0.633615527
hsa-miR-655-3p,20.38799616,0.114364507,0.341979364,0.334419323,0.738063161,0.877116084
hsa-miR-655-5p,2.210815044,2.630012009,0.674680567,3.898158828,9.69E-05,0.001321331
hsa-miR-656-3p,54.02177246,1.218454694,0.400263238,3.044133403,0.002333516,0.017205575
hsa-miR-656-5p,0.406769316,0.730556587,0.68744193,1.062717526,0.28791007,NA
hsa-miR-657,0.552884202,0.525227255,0.738403809,0.711300848,0.476897826,NA
hsa-miR-658,2.61106312,0.387907217,0.663939532,0.584250821,0.559051574,0.785299397
hsa-miR-659-3p,0.428623324,-0.503349161,0.730645034,-0.688910671,0.490879484,NA
hsa-miR-659-5p,6.253883263,-0.08996626,0.4028017,-0.223351243,0.823262148,0.929353265
hsa-miR-660-3p,3.400812324,-0.06434668,0.586552691,-0.109703153,0.9126448,0.972354153
hsa-miR-660-5p,703.9927241,-0.346740479,0.191652384,-1.809215574,0.070417519,0.225022502
hsa-miR-661,0.894258345,-0.907531748,0.750797613,-1.208756836,0.226756279,NA
hsa-miR-662,0.262379468,-0.284005336,0.617037009,-0.460272774,0.645320441,NA
hsa-miR-663a,7.556727387,0.539437315,0.434436615,1.241693948,0.214349504,0.454299454
hsa-miR-663b,3.71563059,1.240347402,0.557260347,2.225795195,0.026027903,0.109883928
hsa-miR-664a-3p,254.0518685,-1.129548335,0.454429681,-2.485639435,0.012931892,0.065726653
hsa-miR-664a-5p,33.72438332,-0.264916873,0.218375474,-1.213125579,0.225081812,0.464813919
hsa-miR-664b-3p,25.67409131,-0.668202699,0.330746692,-2.02028536,0.043353796,0.157063754
hsa-miR-664b-5p,7.574260896,-0.192237934,0.437370579,-0.439531014,0.660276815,0.841861202
hsa-miR-665,2.836155946,0.459919733,0.555704323,0.827633895,0.407877867,0.668306927
hsa-miR-668-3p,38.48919378,0.813410593,0.296635365,2.742122787,0.006104352,0.036943678
hsa-miR-668-5p,0.131144985,0.160360865,0.558990805,0.286875676,0.774207515,NA
hsa-miR-670-3p,23.02150943,1.359109246,0.481297324,2.823845427,0.004745126,0.030667576
hsa-miR-670-5p,0.641576943,0.521074339,0.752868805,0.692118382,0.488862989,NA
hsa-miR-671-3p,64.63488132,0.052279472,0.218636988,0.239115408,0.811016095,0.928141164
hsa-miR-671-5p,25.98965287,-0.471209547,0.273155784,-1.725057918,0.084517035,0.251185729
hsa-miR-6715a-3p,0.82870806,-0.55229597,0.68588695,-0.805228864,0.420687623,NA
hsa-miR-6715b-3p,0.833920564,0.56148228,0.744135052,0.754543517,0.450522925,NA
hsa-miR-6715b-5p,0.135601169,0.065754691,0.56032234,0.117351543,0.906581482,NA
hsa-miR-6716-3p,26.12428551,0.260910332,0.264133263,0.987798089,0.323251544,0.582520424
hsa-miR-6716-5p,2.98243636,-0.356457678,0.70679728,-0.504328027,0.614030886,0.80871607
hsa-miR-6717-5p,0.297574545,0.119313,0.690205063,0.172866016,0.862756745,NA
hsa-miR-6718-5p,0.424573863,-0.625428606,0.707279268,-0.884273913,0.376548367,NA
hsa-miR-6719-3p,0.563507053,1.691618111,0.750944628,2.252653587,0.024281,NA
hsa-miR-6720-3p,0.569912506,1.24770182,0.746606529,1.67116382,0.094689324,NA
hsa-miR-6720-5p,0.644981136,0.409366549,0.749230887,0.546382372,0.584803125,NA
hsa-miR-6721-5p,1.610687684,0.793048027,0.698681254,1.135064125,0.256348451,NA
hsa-miR-6722-5p,0.515607908,-0.718206683,0.733170759,-0.979589917,0.327288584,NA
hsa-miR-6723-5p,21.88355357,0.213503334,0.311925912,0.684468093,0.493679631,0.726979709
hsa-miR-6724-5p,6.190806875,-0.115474206,0.581494011,-0.198581935,0.842589786,0.942512293
hsa-miR-6726-3p,4.250819865,0.634763044,0.47665933,1.331691219,0.182961676,0.416436684
hsa-miR-6726-5p,0.528623541,-0.775408652,0.749232938,-1.034936684,0.300698482,NA
hsa-miR-6727-3p,0.416242909,-0.337058343,0.75309081,-0.447566666,0.654465965,NA
hsa-miR-6727-5p,0.10602773,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-6728-3p,0.295460463,-0.282049562,0.61548109,-0.458258696,0.646766595,NA
hsa-miR-6728-5p,0.299222501,0.36592868,0.682242615,0.536361511,0.591708727,NA
hsa-miR-6729-3p,0.380313346,0.346744962,0.747021082,0.464170249,0.642525774,NA
hsa-miR-6729-5p,1.705224429,-1.230377435,0.725302368,-1.69636484,0.089816808,0.261217217
hsa-miR-6730-3p,0.911051892,0.581530369,0.726968968,0.799938367,0.423746507,NA
hsa-miR-6730-5p,0.669944875,-0.319933867,0.753584863,-0.424549221,0.671165317,NA
hsa-miR-6731-3p,0.923243934,-1.517530187,0.715325957,-2.121452706,0.033883724,NA
hsa-miR-6731-5p,0.242370284,0.557042523,0.680916968,0.818077019,0.41331321,NA
hsa-miR-6732-3p,0.744016533,0.287084151,0.749588915,0.382988789,0.701728077,NA
hsa-miR-6732-5p,0.147267718,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-6733-3p,3.029857176,-0.050923799,0.532675727,-0.095599999,0.923838266,0.972354153
hsa-miR-6733-5p,1.430892547,-0.008480304,0.679091067,-0.012487728,0.990036494,NA
hsa-miR-6734-3p,1.130145552,0.184880936,0.721983815,0.256073519,0.797894069,NA
hsa-miR-6734-5p,5.165748953,0.039041444,0.395046236,0.098827531,0.921275209,0.972354153
hsa-miR-6735-3p,1.836627579,0.541903481,0.659545248,0.821631999,0.411286372,0.66960921
hsa-miR-6735-5p,1.580675139,0.166579209,0.633735752,0.262852787,0.792664047,NA
hsa-miR-6736-3p,0.320695768,0.772903271,0.699961384,1.104208443,0.269502728,NA
hsa-miR-6736-5p,0.511243516,-0.843811994,0.740104506,-1.140125465,0.254234034,NA
hsa-miR-6737-3p,2.97495517,0.281190137,0.532974917,0.527586062,0.597786669,0.802348574
hsa-miR-6737-5p,0.290262348,-0.425840172,0.627276091,-0.678871996,0.497218971,NA
hsa-miR-6738-3p,0.359168806,0.387436283,0.75258745,0.514805666,0.606688826,NA
hsa-miR-6739-3p,1.026794253,-0.289686462,0.717343903,-0.403832054,0.686336224,NA
hsa-miR-6739-5p,0.852508805,0.550735793,0.73249932,0.751858437,0.452136195,NA
hsa-miR-6740-3p,0.240219351,0.188486782,0.598237014,0.315070411,0.752708193,NA
hsa-miR-6740-5p,0.524701812,-0.355845646,0.753022971,-0.472556163,0.636529864,NA
hsa-miR-6741-3p,3.96980822,-0.243998144,0.521957804,-0.467467183,0.640165666,0.828496232
hsa-miR-6742-3p,1.294262938,0.336374462,0.706565622,0.476069669,0.634024745,NA
hsa-miR-6742-5p,0.270679975,-0.21696229,0.676170055,-0.320869415,0.748309353,NA
hsa-miR-6743-3p,1.330575796,0.187538342,0.695519199,0.269637909,0.787438833,NA
hsa-miR-6743-5p,0.089474647,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-6744-5p,0.150388041,0.165779156,0.566460763,0.292657792,0.769783735,NA
hsa-miR-6745,0.60628802,0.323220825,0.752580997,0.429483107,0.667571685,NA
hsa-miR-6746-3p,1.10525336,-0.028860601,0.72207234,-0.039969127,0.96811774,NA
hsa-miR-6746-5p,0.516748822,-0.130537536,0.753490502,-0.173243771,0.862459819,NA
hsa-miR-6747-3p,1.434342345,-0.039633768,0.700123211,-0.056609705,0.954856104,NA
hsa-miR-6747-5p,0.673316272,0.30723851,0.749917157,0.4096966,0.682028524,NA
hsa-miR-6748-3p,0.470466617,-0.587903081,0.69566727,-0.845092339,0.398059285,NA
hsa-miR-6748-5p,0.29796871,0.07311691,0.683053323,0.10704422,0.914753899,NA
hsa-miR-6749-3p,2.671535211,0.182362057,0.588292893,0.309985144,0.756572254,0.888304249
hsa-miR-6749-5p,0.424202268,-0.26084065,0.731384972,-0.356639335,0.721361826,NA
hsa-miR-675-5p,0.234711667,0.081519458,0.608862803,0.133888058,0.893491094,NA
hsa-miR-6750-3p,1.439973126,-0.637619147,0.6404962,-0.995508089,0.319489212,NA
hsa-miR-6750-5p,0.558075706,-0.726836727,0.734235936,-0.989922573,0.322211965,NA
hsa-miR-6751-3p,0.217471743,0.266724192,0.672014058,0.396902696,0.691439216,NA
hsa-miR-6751-5p,0.552953718,-0.599741734,0.633176994,-0.947194449,0.343539704,NA
hsa-miR-6752-3p,11.1632526,0.082700427,0.537577968,0.153838945,0.877736726,0.957281616
hsa-miR-6752-5p,0.18145689,0.39244444,0.665052111,0.590095773,0.555126443,NA
hsa-miR-6753-3p,0.504637523,0.936123244,0.752296538,1.244354051,0.213369286,NA
hsa-miR-6753-5p,0.216608839,-0.144859294,0.592946366,-0.244304212,0.806995222,NA
hsa-miR-6754-3p,1.047804831,1.270457968,0.728404311,1.744165911,0.081130164,NA
hsa-miR-6754-5p,0.371377135,-0.307410964,0.682591784,-0.45035843,0.652452014,NA
hsa-miR-6755-3p,0.153305175,-0.031315794,0.571448292,-0.054800748,0.956297205,NA
hsa-miR-6755-5p,0.400328182,0.631729199,0.692067696,0.912814169,0.361340285,NA
hsa-miR-6756-3p,4.385041919,0.649243944,0.52163453,1.244633754,0.213266407,0.454046465
hsa-miR-6756-5p,0.825029973,0.432602694,0.742583506,0.582564372,0.560186595,NA
hsa-miR-6757-3p,1.736687169,-0.223829219,0.593155879,-0.377353116,0.705911204,0.861490657
hsa-miR-6757-5p,0.592988986,0.628739245,0.741584463,0.847832278,0.396531384,NA
hsa-miR-6758-3p,0.387287609,-0.68712487,0.725411889,-0.947220304,0.343526531,NA
hsa-miR-6758-5p,3.017081522,1.77150793,0.583399426,3.036526695,0.002393209,0.017522308
hsa-miR-6759-3p,0.347742418,0.103695559,0.74684165,0.138845443,0.889572284,NA
hsa-miR-6759-5p,0.271186369,0.105955368,0.67874139,0.156105654,0.875949742,NA
hsa-miR-676-3p,10.5390699,-0.374409452,0.378245716,-0.989857746,0.322243655,0.581705356
hsa-miR-676-5p,0.94427483,0.690699674,0.727275539,0.949708381,0.34226045,NA
hsa-miR-6760-3p,0.81613375,0.502208225,0.749003285,0.670502032,0.502537811,NA
hsa-miR-6760-5p,0.468445877,0.105827985,0.749931048,0.141116954,0.887777551,NA
hsa-miR-6761-3p,0.606396053,-0.541658946,0.753694124,-0.71867211,0.472342971,NA
hsa-miR-6761-5p,1.930509023,-0.335518669,0.666801723,-0.503176068,0.614840489,0.80871607
hsa-miR-6762-3p,4.222879182,0.481138078,0.480790845,1.000722212,0.316961126,0.581705356
hsa-miR-6763-3p,0.80141699,0.106997648,0.725542616,0.147472589,0.882759014,NA
hsa-miR-6763-5p,0.361522624,0.420930487,0.729198731,0.577250712,0.563770104,NA
hsa-miR-6764-3p,0.24691233,0.303660104,0.59860179,0.507282318,0.611956743,NA
hsa-miR-6764-5p,0.590506007,0.334898297,0.751315727,0.445749083,0.655778505,NA
hsa-miR-6765-3p,1.622482026,0.413971913,0.673953846,0.614243714,0.539054291,NA
hsa-miR-6765-5p,0.49407088,-0.104029426,0.748164389,-0.139046215,0.889413629,NA
hsa-miR-6766-3p,1.679424466,-0.244012992,0.683047426,-0.357241654,0.720910905,0.869467277
hsa-miR-6766-5p,0.212025891,0,0.520432705,0,1,NA
hsa-miR-6767-5p,0.197579623,0.287305628,0.586297584,0.490033791,0.624109988,NA
hsa-miR-6768-3p,0.227753116,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-6768-5p,0.217135703,-0.144989647,0.593149932,-0.244440131,0.806889964,NA
hsa-miR-6769a-3p,0.423878817,0.251158829,0.747680858,0.335917158,0.736933338,NA
hsa-miR-6769a-5p,0.161419879,-0.031965508,0.576082952,-0.055487683,0.955749942,NA
hsa-miR-6769b-3p,1.993347831,-0.213477813,0.664396225,-0.321310997,0.747974724,0.880910614
hsa-miR-6769b-5p,0.13666623,0.162076225,0.561379996,0.288710369,0.772803027,NA
hsa-miR-6770-3p,3.286562405,-0.056290873,0.550629826,-0.102229974,0.918574137,0.972354153
hsa-miR-6770-5p,1.28553439,0.385804747,0.699589435,0.551473089,0.581309409,NA
hsa-miR-6771-5p,0.887104391,-0.823804698,0.751330472,-1.096461182,0.272877002,NA
hsa-miR-6772-3p,4.005671182,0.59866541,0.521675312,1.147582407,0.251140996,0.501287427
hsa-miR-6772-5p,1.062622809,-0.509703137,0.738715614,-0.689985602,0.490203242,NA
hsa-miR-6773-3p,0.325240679,0.099849139,0.682364227,0.146328214,0.883662294,NA
hsa-miR-6774-3p,0.771100336,-1.224095315,0.736763553,-1.661449334,0.096623237,NA
hsa-miR-6775-3p,2.287055773,0.254791565,0.675923583,0.376953211,0.706208376,0.861490657
hsa-miR-6775-5p,0.322196407,0.078728385,0.72825419,0.10810564,0.913911894,NA
hsa-miR-6776-3p,0.250366273,0.079786521,0.60400811,0.132095116,0.894909059,NA
hsa-miR-6776-5p,0.089474647,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-6777-3p,4.625142375,-0.084906869,0.611705268,-0.13880356,0.889605381,0.963202517
hsa-miR-6777-5p,0.841640715,-0.419472826,0.735456,-0.570357474,0.568435267,NA
hsa-miR-6778-3p,0.294560896,0.118019849,0.690465292,0.170927997,0.864280382,NA
hsa-miR-6778-5p,0.2589091,-0.055403174,0.676523394,-0.081893951,0.934731044,NA
hsa-miR-6779-3p,0.656804476,0.697782441,0.752525755,0.9272539,0.353794724,NA
hsa-miR-6779-5p,0.569749931,0.224908161,0.742094924,0.303071957,0.761835025,NA
hsa-miR-6780a-3p,0.401196704,0.865033041,0.752248536,1.149929844,0.250172768,NA
hsa-miR-6780a-5p,0.939619692,-0.466350582,0.707879762,-0.658799145,0.510024756,NA
hsa-miR-6780b-3p,0.513831688,0.323446478,0.753076628,0.429500088,0.66755933,NA
hsa-miR-6780b-5p,0.233190519,0.501162884,0.721957101,0.694172665,0.487573933,NA
hsa-miR-6781-3p,1.045987433,-0.209098357,0.669292767,-0.312416878,0.754723725,NA
hsa-miR-6781-5p,0.09758935,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-6782-3p,0.475843201,0.776474212,0.737610271,1.052688991,0.292483556,NA
hsa-miR-6782-5p,0.209106789,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-6783-3p,0.125011013,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-6784-3p,3.430350917,-0.123568265,0.531547531,-0.232468892,0.816173846,0.92878243
hsa-miR-6784-5p,0.24584059,-0.051102187,0.679678555,-0.075185817,0.940066869,NA
hsa-miR-6785-3p,0.382820941,0.351199448,0.746953816,0.470175586,0.638229575,NA
hsa-miR-6785-5p,0.397275894,-0.527947702,0.746795162,-0.706951155,0.479596832,NA
hsa-miR-6786-3p,2.719741965,0.231858146,0.551196438,0.420645219,0.674014169,0.848689047
hsa-miR-6787-3p,0.439139336,0.112451299,0.74395464,0.151153434,0.879854682,NA
hsa-miR-6787-5p,0.756969334,1.085930932,0.734200402,1.479066109,0.139122647,NA
hsa-miR-6788-3p,1.146400677,0.183152486,0.729158919,0.251183221,0.801672456,NA
hsa-miR-6788-5p,0.423601917,0.36741377,0.747184767,0.49173081,0.622909655,NA
hsa-miR-6789-3p,0.560988868,-0.509833377,0.732621189,-0.695903128,0.486489498,NA
hsa-miR-6789-5p,0.648993314,0.019939065,0.748715602,0.026631026,0.978754027,NA
hsa-miR-6790-3p,0.321501475,-0.066428825,0.723878722,-0.091767893,0.926882454,NA
hsa-miR-6790-5p,0.119060697,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-6791-3p,1.616859862,0.878880878,0.647949202,1.356403981,0.174970667,NA
hsa-miR-6791-5p,0.267464804,-0.059874386,0.721939734,-0.082935435,0.933902878,NA
hsa-miR-6792-3p,0.616400376,1.227638335,0.746457891,1.644618336,0.100048543,NA
hsa-miR-6793-3p,3.936064803,-0.438554696,0.457950982,-0.957645496,0.338241549,0.597837714
hsa-miR-6793-5p,0.530137301,0.779667001,0.75258112,1.035990648,0.300206506,NA
hsa-miR-6794-3p,2.283001366,0.234956612,0.594963535,0.394909265,0.692909852,0.85753737
hsa-miR-6794-5p,0.363370088,0.254182314,0.727101198,0.349583131,0.726651573,NA
hsa-miR-6795-3p,0.268660898,-0.063468073,0.722489226,-0.087846394,0.929998764,NA
hsa-miR-6795-5p,0.207681259,0.107358967,0.668375239,0.160626787,0.872387356,NA
hsa-miR-6796-3p,0.265349214,-0.268313955,0.721799357,-0.371729279,0.710094423,NA
hsa-miR-6796-5p,0.53126715,1.053526827,0.74739137,1.409605287,0.158656265,NA
hsa-miR-6797-3p,0.435055868,0.254217435,0.74933853,0.33925579,0.734417044,NA
hsa-miR-6797-5p,0.689130658,-0.400757747,0.751371865,-0.533368051,0.593778829,NA
hsa-miR-6798-3p,1.423499853,1.406149262,0.666800876,2.108799362,0.034961904,NA
hsa-miR-6798-5p,0.083340676,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-6799-3p,0.611935464,-0.130660748,0.752629927,-0.17360557,0.862175454,NA
hsa-miR-6799-5p,0.22729703,0.109838911,0.673208412,0.163157365,0.870394534,NA
hsa-miR-6800-3p,0.784760392,-1.058680929,0.734372515,-1.441612951,0.149411593,NA
hsa-miR-6801-3p,0.799372923,-0.284615619,0.75150854,-0.378725729,0.704891545,NA
hsa-miR-6801-5p,0.141746473,0.163522573,0.56337691,0.290254305,0.771621694,NA
hsa-miR-6802-3p,1.208471181,-0.409420907,0.725774662,-0.564115735,0.57267537,NA
hsa-miR-6802-5p,0.253402121,0.253832751,0.67704503,0.374912656,0.707725426,NA
hsa-miR-6803-3p,5.004944609,-0.552612919,0.437907443,-1.26194,0.206970377,0.450515561
hsa-miR-6803-5p,3.980124503,-0.624617668,0.600244756,-1.040604957,0.29805893,0.557806895
hsa-miR-6804-3p,0.367851735,-0.048934222,0.69472552,-0.070436771,0.943846025,NA
hsa-miR-6804-5p,6.20756753,0.25660529,0.669704848,0.383161763,0.701599827,0.861490657
hsa-miR-6805-3p,0.922399848,-0.046403898,0.714922324,-0.064907609,0.948247563,NA
hsa-miR-6805-5p,0.621524864,0.993550154,0.75214691,1.320952251,0.186517286,NA
hsa-miR-6806-3p,0.686246503,-0.045312955,0.749458309,-0.060460942,0.951788523,NA
hsa-miR-6806-5p,0.186542627,-0.251392375,0.589474584,-0.426468556,0.669766456,NA
hsa-miR-6807-3p,0.48447986,0.927629077,0.705599436,1.31466811,0.188621469,NA
hsa-miR-6807-5p,0.491857028,-0.292438071,0.746617775,-0.391683778,0.695291878,NA
hsa-miR-6808-3p,0.279283462,-0.267532982,0.723611674,-0.369718997,0.711591876,NA
hsa-miR-6809-3p,0.389407247,0.479981701,0.73205684,0.655661794,0.512041756,NA
hsa-miR-6809-5p,0.699311379,1.02003074,0.743656228,1.371642839,0.170174651,NA
hsa-miR-6810-3p,2.463393736,-0.148179077,0.57825685,-0.256251313,0.797756789,0.923103296
hsa-miR-6810-5p,0.32034735,0.118015421,0.724900213,0.162802299,0.870674098,NA
hsa-miR-6811-3p,0.320195208,0.088758315,0.728413597,0.121851535,0.903016599,NA
hsa-miR-6812-3p,0.795669265,-0.673412113,0.751214282,-0.896431456,0.370022373,NA
hsa-miR-6812-5p,0.493244813,-0.347676747,0.753631653,-0.461335118,0.644558193,NA
hsa-miR-6813-3p,0.288037792,0.140986487,0.725061302,0.194447679,0.84582536,NA
hsa-miR-6813-5p,1.011195248,0.981597944,0.699253866,1.403779074,0.160384647,NA
hsa-miR-6814-3p,0.510735068,-0.594684081,0.750164137,-0.792738617,0.427930126,NA
hsa-miR-6814-5p,1.156050106,0.833454637,0.706860924,1.179092816,0.238361219,NA
hsa-miR-6815-3p,0.582677367,0.902647941,0.711246172,1.269107627,0.20440268,NA
hsa-miR-6815-5p,0.300119589,-0.054155766,0.691352825,-0.078333037,0.937563139,NA
hsa-miR-6816-3p,1.095659565,-0.106963078,0.714704647,-0.149660532,0.881032448,NA
hsa-miR-6816-5p,0.344739494,0.515573948,0.74861276,0.688705797,0.491008427,NA
hsa-miR-6817-3p,1.459745386,0.648347341,0.686096152,0.94498029,0.344668939,NA
hsa-miR-6817-5p,0.375099129,-0.802390299,0.746440145,-1.074955983,0.282394436,NA
hsa-miR-6818-3p,1.061280216,0.800461041,0.726865347,1.101250794,0.27078752,NA
hsa-miR-6818-5p,0.960166071,0.932638767,0.718547708,1.29794968,0.194304627,NA
hsa-miR-6819-3p,0.593375276,0.978216369,0.75186999,1.301044571,0.193243199,NA
hsa-miR-6819-5p,0.126064742,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-6820-3p,3.099860863,1.100013566,0.535312222,2.054900897,0.039888578,0.146538039
hsa-miR-6820-5p,1.476242005,-0.785007789,0.665431274,-1.179697768,0.238120442,NA
hsa-miR-6821-3p,0.519417584,-0.089268603,0.752417071,-0.118642448,0.905558634,NA
hsa-miR-6821-5p,0.496760171,-0.296144242,0.727207497,-0.407234858,0.683835502,NA
hsa-miR-6822-3p,0.166560058,-0.032199932,0.577733476,-0.055734925,0.955552977,NA
hsa-miR-6822-5p,0.796406466,-0.403763547,0.747608516,-0.540073498,0.589146346,NA
hsa-miR-6823-3p,0.232663655,0.390835896,0.673531671,0.580278423,0.561726876,NA
hsa-miR-6823-5p,0.346970149,0.15057799,0.724406227,0.207864019,0.835335144,NA
hsa-miR-6824-3p,1.728379789,-0.229756832,0.628953542,-0.365300164,0.714887356,0.86630447
hsa-miR-6824-5p,0.889916911,0.006866233,0.700329201,0.009804293,0.992177431,NA
hsa-miR-6825-3p,0.948700519,-0.450611838,0.694624725,-0.648712639,NA,NA
hsa-miR-6825-5p,0.719784195,-0.640821013,0.753606104,-0.850339467,0.39513638,NA
hsa-miR-6826-3p,0.189550783,0.286028407,0.584463759,0.489386044,0.624568415,NA
hsa-miR-6826-5p,0.451565821,0.167791957,0.753048964,0.222816796,0.823678095,NA
hsa-miR-6827-3p,2.454357957,-0.912546337,0.601475477,-1.517179622,0.12922134,0.333443917
hsa-miR-6827-5p,1.006687776,-0.750786108,0.714448776,-1.050860655,0.293322593,NA
hsa-miR-6828-3p,1.216015383,1.352363134,0.704527048,1.919533307,0.054916875,NA
hsa-miR-6828-5p,1.765054541,0.840187952,0.613196488,1.370177372,0.17063154,0.39788691
hsa-miR-6829-3p,0.725983928,0.14302219,0.728359405,0.196362111,0.84432675,NA
hsa-miR-6829-5p,0.432265954,-0.362467999,0.74824331,-0.484425312,0.628084059,NA
hsa-miR-6830-3p,0.147397155,-0.264391615,0.520432705,-0.508022674,0.611437442,NA
hsa-miR-6830-5p,0.598188648,0.170144664,0.733185635,0.232062189,0.816489712,NA
hsa-miR-6831-3p,0.154882569,-0.031444036,0.572370164,-0.05493654,0.956189021,NA
hsa-miR-6831-5p,0.522663025,0.574214075,0.708526855,0.810433749,0.417690928,NA
hsa-miR-6832-3p,0.197040719,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-6832-5p,0.516245823,-0.305810864,0.75338475,-0.40591592,0.68480438,NA
hsa-miR-6833-3p,1.236494361,-0.0542478,0.691053222,-0.078500177,0.937430189,NA
hsa-miR-6833-5p,0.104532319,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-6834-3p,0.100298051,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-6834-5p,1.126427507,0.552639352,0.71108883,0.77717344,0.43705645,NA
hsa-miR-6835-3p,0.219565904,0.264733147,0.521292766,0.507839672,0.611565785,NA
hsa-miR-6835-5p,0.233728716,0.541179541,0.680252766,0.795556546,0.426289832,NA
hsa-miR-6836-3p,0.325214815,-0.270438256,0.723843539,-0.373614243,0.708691336,NA
hsa-miR-6836-5p,0.703202511,0.702390117,0.743244849,0.945031935,0.344642573,NA
hsa-miR-6837-3p,4.56209244,0.595602357,0.474332566,1.255664063,0.209237794,0.45110036
hsa-miR-6837-5p,0.397497211,-0.011157224,0.692544968,-0.016110468,0.987146262,NA
hsa-miR-6838-3p,0.292768051,0.341414412,0.522745923,0.653117312,0.513680653,NA
hsa-miR-6838-5p,0.717986865,-0.850168734,0.753265277,-1.128644528,0.259047819,NA
hsa-miR-6839-5p,0.92178783,0.479157869,0.752941091,0.636381618,0.524527719,NA
hsa-miR-6840-3p,0.596286719,-0.095283793,0.749093591,-0.127198783,0.898783069,NA
hsa-miR-6840-5p,1.063447491,-0.887316528,0.713916052,-1.242886367,0.21390971,NA
hsa-miR-6841-3p,0.183943675,0.3929634,0.665350985,0.590610683,0.554781305,NA
hsa-miR-6841-5p,0.469873177,0.560458589,0.752901789,0.744398004,0.456635726,NA
hsa-miR-6842-3p,11.12995513,0.293926253,0.364306682,0.806809944,0.419775989,0.677706336
hsa-miR-6842-5p,1.00047327,-0.387533911,0.752628248,-0.514907475,0.606617677,NA
hsa-miR-6843-3p,1.623131808,0.439235872,0.717625139,0.61206868,0.540492318,NA
hsa-miR-6844,2.862556138,-0.138888538,0.546964605,-0.253926007,0.799552723,0.923103296
hsa-miR-6845-3p,2.186171946,0.087518259,0.592632132,0.147677209,0.882597519,0.959584219
hsa-miR-6845-5p,0.589283203,-1.626028736,0.742752635,-2.189192819,0.028582828,NA
hsa-miR-6846-3p,0.374549808,0.469428503,0.726322333,0.646308783,0.518079401,NA
hsa-miR-6846-5p,0.391646146,-0.504619861,0.730106831,-0.691158937,0.489465666,NA
hsa-miR-6847-3p,0.378945496,0.453530822,0.733390235,0.618403137,0.536309631,NA
hsa-miR-6847-5p,1.76694941,-0.495545176,0.625963152,-0.79165231,0.428563437,0.681374406
hsa-miR-6848-3p,16.26400704,-1.343020019,0.29660525,-4.527971156,5.96E-06,0.000159876
hsa-miR-6848-5p,0.382983094,-0.284771669,0.73240154,-0.388819048,0.697410009,NA
hsa-miR-6849-3p,0.510752337,-0.563715425,0.735164987,-0.76678764,0.443207786,NA
hsa-miR-6849-5p,0.373369963,0.131112025,0.752782575,0.174169846,0.861731983,NA
hsa-miR-6850-3p,0.225075816,0.376361986,0.67307772,0.559165717,0.576048628,NA
hsa-miR-6850-5p,0.684991577,-0.18529233,0.739879183,-0.250435928,0.802250248,NA
hsa-miR-6851-3p,0.195293943,0.178691417,0.585418462,0.305237072,0.760185599,NA
hsa-miR-6851-5p,0.402943032,-0.34194833,0.753040713,-0.454090097,0.649763981,NA
hsa-miR-6852-3p,0.322371367,0.090005662,0.677462891,0.132856963,0.894306504,NA
hsa-miR-6852-5p,1.56407882,0.410247419,0.638200249,0.642819272,0.520341377,NA
hsa-miR-6853-3p,3.955332216,0.004251528,0.552151711,0.007699927,0.993856408,0.999680989
hsa-miR-6853-5p,0.172289737,-0.137957445,0.581901055,-0.237080589,0.812594271,NA
