,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-4717-3p,2.18059422,-0.536591119,0.598773477,-0.896150447,0.370172417,0.656723151
hsa-miR-4718,0.246826467,-0.133792628,0.671380348,-0.19927993,0.842043778,NA
hsa-miR-4719,0.339107011,-0.18254576,0.728656412,-0.250523782,0.802182315,NA
hsa-miR-4720-5p,0.143093113,0.011980696,0.520432705,0.023020644,0.981633806,NA
hsa-miR-4721,0.415711395,0.651410004,0.697677406,0.933683674,0.350467089,NA
hsa-miR-4722-3p,0.209106789,0.171642161,0.520432705,0.329806639,0.741546071,NA
hsa-miR-4722-5p,0.173849862,0.015837787,0.582702418,0.027179889,0.978316256,NA
hsa-miR-4723-3p,0.325373867,-0.37191012,0.721077506,-0.515769966,0.606015082,NA
hsa-miR-4723-5p,0.202343585,-0.287343435,0.668567121,-0.429789957,0.667348439,NA
hsa-miR-4724-3p,0.098946287,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4724-5p,0.806371903,-0.935189947,0.75243475,-1.24288511,0.213910173,NA
hsa-miR-4725-3p,10.50020097,0.478729372,0.362797601,1.319549441,0.186985493,0.454871642
hsa-miR-4725-5p,1.141033998,0.251231977,0.738675574,0.340111391,0.733772644,0.873713254
hsa-miR-4726-3p,0.115719827,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4726-5p,1.034152554,0.895943762,0.73645438,1.216563832,0.223770211,0.501652127
hsa-miR-4727-3p,0.714127662,0.344558744,0.745181084,0.46238257,0.643806997,NA
hsa-miR-4727-5p,0.238896635,-0.298747424,0.676704519,-0.441473961,0.658869908,NA
hsa-miR-4728-3p,2.377135246,-0.684826991,0.644511536,-1.062551952,0.287985186,0.578315528
hsa-miR-4728-5p,0.159962813,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4729,1.594110555,1.391709274,0.697742226,1.994589437,0.046087677,0.178698444
hsa-miR-4730,0.851096424,0.508311545,0.753313243,0.674767834,0.49982328,NA
hsa-miR-4731-3p,0.763277672,-0.618574803,0.746850116,-0.828244904,0.407531818,NA
hsa-miR-4731-5p,0.391911194,0.271287857,0.74279733,0.3652246,0.714943757,NA
hsa-miR-4732-3p,1.104083488,-0.228623381,0.733380278,-0.3117392,0.755238734,0.883903104
hsa-miR-4732-5p,0.861894919,-0.152765117,0.746965569,-0.204514269,0.837951643,NA
hsa-miR-4733-3p,0.110899539,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-4733-5p,0.088947783,0,0.520432705,0,1,NA
hsa-miR-4734,3.109517132,0.930500352,0.590390502,1.576076086,0.115008269,0.331222356
hsa-miR-4735-5p,0.190448442,0.016411991,0.590760027,0.027781146,0.977836703,NA
hsa-miR-4737,0.609676242,0.036540289,0.753326349,0.048505258,0.961313574,NA
hsa-miR-4738-3p,2.755111571,1.192326193,0.619151342,1.925742726,0.054136506,0.199254663
hsa-miR-4738-5p,0.275399054,0,0.681546916,0,1,NA
hsa-miR-4739,4.668283093,-1.286753346,0.64976162,-1.980346801,0.047664573,0.183657559
hsa-miR-4740-3p,0.104532319,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-4740-5p,0.386250216,-0.391299883,0.724108172,-0.540388713,0.58892899,NA
hsa-miR-4741,0.171418383,0.226312952,0.582115577,0.388776664,0.697441365,NA
hsa-miR-4742-3p,3.256341723,0.401836188,0.538537144,0.746162437,0.455569296,0.725297465
hsa-miR-4742-5p,0.366625004,0.192880336,0.684432219,0.281810719,0.778088651,NA
hsa-miR-4743-3p,0.13666623,0,0.561379996,0,1,NA
hsa-miR-4743-5p,0.983987226,1.034640015,0.752111696,1.375646757,0.168931023,0.425085616
hsa-miR-4745-3p,1.899749711,0.209949498,0.678205328,0.309566275,0.756890806,0.883903104
hsa-miR-4745-5p,0.55368534,0.021161416,0.753048125,0.028101014,0.977581585,NA
hsa-miR-4746-5p,1.926892171,0.461260076,0.673843387,0.684521188,0.493646115,0.750116785
hsa-miR-4747-3p,0.176544123,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4747-5p,0.196600425,-0.090093917,0.58370901,-0.154347313,0.877335894,NA
hsa-miR-4748,0.569120778,0.281757216,0.747033711,0.377168008,0.706048754,NA
hsa-miR-4749-3p,1.135181411,0.630071075,0.726886207,0.866808407,0.386046995,0.674276065
hsa-miR-4749-5p,0.421498872,0.059103988,0.730488786,0.080910192,0.935513374,NA
hsa-miR-4750-3p,0.189368406,0.123012624,0.585744338,0.210010778,0.833659261,NA
hsa-miR-4750-5p,0.636474015,0.47830444,0.750439415,0.63736583,0.52388658,NA
hsa-miR-4751,0.149258192,0.114240737,0.569034365,0.200762457,0.84088432,NA
hsa-miR-4752,0.15183084,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4753-3p,0.614843444,-0.383861857,0.718372296,-0.534349472,0.593099771,NA
hsa-miR-4753-5p,0.433386364,0.327388488,0.753445469,0.434521809,0.663909561,NA
hsa-miR-4754,0.222656948,0.239838522,0.595249862,0.402920752,0.687006525,NA
hsa-miR-4755-3p,1.938490698,-0.902586195,0.753214459,-1.198312358,NA,NA
hsa-miR-4755-5p,0.871424179,0.517529793,0.736134989,0.703036536,0.482032981,NA
hsa-miR-4756-3p,0.176458261,0.122080913,0.584024436,0.209033913,0.834421765,NA
hsa-miR-4756-5p,0.210581125,0.337438916,0.670746673,0.503079522,0.614908363,NA
hsa-miR-4757-3p,1.62207378,1.015772067,0.666519317,1.523994941,0.127509975,0.353644888
hsa-miR-4757-5p,0.23768039,0.187185815,0.678318474,0.275955649,0.782582131,NA
hsa-miR-4758-3p,7.164184626,-0.597930941,0.672994405,-0.888463466,0.374291499,0.661176818
hsa-miR-4758-5p,0.35416205,-0.104637031,0.613843808,-0.17046198,0.864646833,NA
hsa-miR-4759,0.318052342,-0.104514441,0.617264709,-0.169318673,0.865545989,NA
hsa-miR-4760-3p,0.265522153,0.247419287,0.602290101,0.410797531,0.681221004,NA
hsa-miR-4760-5p,0.522031144,0.305761565,0.75241617,0.406372932,0.684468605,NA
hsa-miR-4761-3p,0.584452407,-0.206470314,0.752413002,-0.27441088,0.783768883,NA
hsa-miR-4762-3p,0.383054324,0.162070338,0.647594284,0.250265238,0.802382237,NA
hsa-miR-4762-5p,1.473252122,0.184963635,0.712165076,0.259720171,0.795079632,0.899518648
hsa-miR-4763-3p,1.61145765,0.924989391,0.687018073,1.346382908,0.17817906,0.439389563
hsa-miR-4763-5p,3.273952837,0.764838128,0.623595618,1.226496957,0.22001172,0.497751285
hsa-miR-4765,0.215641813,0.127924062,0.594603971,0.21514162,0.829656905,NA
hsa-miR-4766-3p,1.078510647,-0.757154871,0.724031031,-1.0457492,0.295676841,0.588015395
hsa-miR-4766-5p,0.690480435,0.246030099,0.752918416,0.326768603,0.743842908,NA
hsa-miR-4767,7.632665943,-0.375502199,0.446755298,-0.840509784,0.400622618,0.685184753
hsa-miR-4768-3p,0.33917977,0.240226088,0.724405513,0.331618249,0.740177538,NA
hsa-miR-4768-5p,0.117141551,0.011980696,0.520432705,0.023020644,0.981633806,NA
hsa-miR-4769-3p,0.479568735,-0.196208948,0.73848359,-0.265691683,0.790476669,NA
hsa-miR-4769-5p,0.592681144,-0.447292409,0.747445936,-0.598427776,0.549554537,NA
hsa-miR-4770,0.339153466,-0.184034195,0.729850654,-0.252153223,0.800922633,NA
hsa-miR-4772-3p,0.388113357,-0.149968772,0.694503724,-0.215936598,0.829037169,NA
hsa-miR-4772-5p,1.638607822,-1.994988713,0.740605246,-2.693727491,0.007065791,0.042498147
hsa-miR-4773,0.907380155,1.245847973,0.748378742,1.664729238,0.095966787,NA
hsa-miR-4774-5p,0.905459972,0.580678796,0.752282231,0.771889554,0.440179845,NA
hsa-miR-4775,9.492420628,-0.924391245,0.439869506,-2.101512453,0.035596006,0.148007313
hsa-miR-4776-3p,0.377129978,0.44895413,0.723491802,0.620537964,0.534903668,NA
hsa-miR-4776-5p,0.859383953,-0.683365529,0.751209263,-0.909687304,0.362987442,NA
hsa-miR-4777-3p,0.96483847,-0.804022548,0.73838183,-1.088898069,0.276198838,NA
hsa-miR-4777-5p,0.116201698,-0.14768077,0.520432705,-0.283765352,0.776590209,NA
hsa-miR-4778-3p,0.142273337,0,0.563573358,0,1,NA
hsa-miR-4778-5p,0.139259688,0,0.562394985,0,1,NA
hsa-miR-4779,0.709837769,0.211077954,0.74988493,0.281480459,0.778341914,NA
hsa-miR-4780,11.48299371,2.052037694,0.417044756,4.920425595,8.64E-07,3.04E-05
hsa-miR-4781-3p,1.904738909,-0.202497649,0.656613948,-0.308396812,0.757780407,0.883903104
hsa-miR-4781-5p,0.229631423,-0.099860774,0.606992525,-0.164517305,0.869323925,NA
hsa-miR-4782-3p,0.123508771,0.011980696,0.520432705,0.023020644,0.981633806,NA
hsa-miR-4782-5p,0.31026499,0.239760403,0.724100859,0.331114651,0.740557886,NA
hsa-miR-4783-3p,4.839619158,0.953541108,0.515647821,1.849210002,0.064427495,0.227619202
hsa-miR-4783-5p,0.205521696,-0.131707852,0.668072948,-0.197145914,0.843713354,NA
hsa-miR-4784,0.495751594,0.301424513,0.750525892,0.40161774,0.687965372,NA
hsa-miR-4785,1.187885068,-0.614040375,0.742040607,-0.827502389,0.407952369,0.694758661
hsa-miR-4786-3p,0.594300055,0.033218947,0.75368929,0.044075121,0.964844524,NA
hsa-miR-4786-5p,3.397965128,1.717504043,0.599276231,2.865963898,0.004157417,0.028320965
hsa-miR-4787-3p,28.75608247,0.928118416,0.29483779,3.147895036,0.001644507,0.013700524
hsa-miR-4787-5p,0.882764151,-0.411209235,0.7448989,-0.552033619,0.58092532,NA
hsa-miR-4788,0.10062381,0,0.520432705,0,1,NA
hsa-miR-4789-3p,0.127997096,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-4790-3p,0.150129547,-0.084622824,0.56956016,-0.148575743,0.881888415,NA
hsa-miR-4790-5p,0.745815624,-0.386771552,0.74660309,-0.518041725,0.604429158,NA
hsa-miR-4791,6.693793238,-0.240181488,0.449071433,-0.534840274,0.592760311,0.805814183
hsa-miR-4792,225.0708453,-0.252299266,0.511238986,-0.493505529,0.621655434,0.815340428
hsa-miR-4793-3p,0.539257091,-0.217412053,0.751801259,-0.2891882,0.772437361,NA
hsa-miR-4793-5p,0.551587947,0.031610019,0.753536794,0.041948872,0.966539456,NA
hsa-miR-4795-3p,0.737647983,-0.831746705,0.753386844,-1.104010127,0.269588745,NA
hsa-miR-4795-5p,0.822276936,-0.914155928,0.73969352,-1.235857694,0.216511465,NA
hsa-miR-4796-3p,1.251723286,-0.247810487,0.707443635,-0.350290079,0.72612101,0.868387202
hsa-miR-4796-5p,1.278293999,-0.155936926,0.733438494,-0.212610773,0.831630568,0.923940891
hsa-miR-4797-3p,478.4317692,0.345877669,0.303659262,1.139032172,0.254689736,0.539828506
hsa-miR-4797-5p,474.8321669,0.349596206,0.305498041,1.144348436,0.252479164,0.539526531
hsa-miR-4798-5p,1.393238637,0.493480151,0.721474033,0.68398879,0.493982244,0.750116785
hsa-miR-4799-3p,0.286432171,0.188063199,0.679280085,0.276856635,0.781890192,NA
hsa-miR-4799-5p,0.158176985,-0.086405393,0.574262447,-0.150463247,0.880399145,NA
hsa-miR-4800-3p,2.746856916,-0.266709306,0.645357495,-0.413273741,0.679406067,0.844185178
hsa-miR-4800-5p,0.826968368,-0.409611266,0.752529886,-0.544312291,0.586226591,NA
hsa-miR-4801,0.191999528,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-4802-3p,0.78492716,-0.719581513,0.688948844,-1.044462908,0.296271271,NA
hsa-miR-4802-5p,0.519830093,-0.254719941,0.746238753,-0.341338399,0.732848844,NA
hsa-miR-4803,1.009175246,-0.947864456,0.734175239,-1.291060233,0.196682792,0.461836192
hsa-miR-4804-3p,0.244248991,0.138311611,0.612251006,0.225906711,0.821273978,NA
hsa-miR-4804-5p,0.091982243,0,0.520432705,0,1,NA
hsa-miR-483-3p,9.891341922,0.10196629,0.37975172,0.268507776,0.78830849,0.895838127
hsa-miR-483-5p,4.511250699,-0.712152763,0.523552604,-1.360231536,0.173756666,0.432209991
hsa-miR-484,827.7587596,0.201662815,0.15305421,1.317590772,0.187640676,0.454871642
hsa-miR-485-3p,196.4866286,0.685510527,0.332266375,2.063135421,0.039099764,0.157035859
hsa-miR-485-5p,53.55175425,0.234700597,0.387842503,0.605144086,0.545083264,0.776082753
hsa-miR-486-3p,4.039844733,0.091744799,0.605668746,0.151476858,0.879599565,0.945274648
hsa-miR-486-5p,4731.359659,-0.250274394,0.239251333,-1.046073143,0.295527264,0.588015395
hsa-miR-487a-3p,107.8978043,0.171006008,0.323489925,0.528628544,0.597063155,0.805844013
hsa-miR-487a-5p,6.447711948,0.060801579,0.486476016,0.124983713,0.900536445,0.954118053
hsa-miR-487b-3p,364.9905751,0.203954574,0.391467941,0.520999429,0.602367169,0.805844013
hsa-miR-487b-5p,2.501621345,0.054025652,0.57925555,0.093267387,0.92569114,0.962527176
hsa-miR-488-3p,450.6147811,-0.391867617,0.222947392,-1.757668538,0.078803924,0.264755418
hsa-miR-488-5p,12.91964405,-1.053140995,0.341691324,-3.082141458,0.002055171,0.015739295
hsa-miR-489-3p,6.442049381,-0.023664081,0.421705426,-0.056115192,0.955250042,0.975019289
hsa-miR-490-3p,99.40379212,-0.19351934,0.402288699,-0.481045927,0.630483858,0.82176173
hsa-miR-490-5p,10.98000456,0.486499852,0.460225077,1.057091142,0.290469994,0.582356914
hsa-miR-491-3p,7.121652741,0.089427836,0.444400881,0.201232356,0.840516893,0.925109519
hsa-miR-491-5p,19.35307563,-0.118695349,0.281319533,-0.421923596,0.673080786,0.840839523
hsa-miR-492,0.333812675,0.235958213,0.72155062,0.327015467,0.743656187,NA
hsa-miR-493-3p,3.80101551,0.146796021,0.555174323,0.264414284,0.791460706,0.898592128
hsa-miR-493-5p,6.10740119,-0.206390041,0.471587876,-0.437649167,0.661640624,0.835863616
hsa-miR-494-3p,19.09706611,0.563456873,0.322541885,1.746926214,0.080650138,0.268761136
hsa-miR-494-5p,0.408710792,0.853769765,0.730245361,1.169154657,0.242341326,NA
hsa-miR-495-3p,134.0859418,0.649945196,0.336727557,1.930181189,0.053584392,0.197813038
hsa-miR-495-5p,1.177693479,0.728829991,0.72963181,0.998901063,0.317842621,0.610436062
hsa-miR-496,8.678043901,0.083184596,0.415393516,0.200254922,0.841281216,0.925109519
hsa-miR-497-3p,7.443998054,-0.981881588,0.467366547,-2.100881194,0.035651397,0.148007313
hsa-miR-497-5p,1103.224892,-0.959696488,0.133304393,-7.199286304,6.05E-13,1.07E-10
hsa-miR-4999-3p,0.108412754,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-4999-5p,2.159349418,-0.075400949,0.608465822,-0.123919777,0.901378794,0.954118053
hsa-miR-499a-3p,2.724729809,0.401341974,0.646445432,0.620844318,0.53470206,0.770040727
hsa-miR-499a-5p,127.3482348,-0.129450138,0.2662852,-0.486133431,0.626872565,0.81965416
hsa-miR-499b-3p,0.293117465,-0.103855715,0.615841273,-0.168640393,0.866079506,NA
hsa-miR-499b-5p,0.645850511,0.35381193,0.700706201,0.504936205,0.613603644,NA
hsa-miR-5000-3p,3.544556,1.11252356,0.562381188,1.978237508,0.047901919,0.183997092
hsa-miR-5000-5p,1.499988678,1.211164163,0.700117384,1.729944421,0.083640206,0.271390457
hsa-miR-5001-3p,6.247929045,-0.400761209,0.475218214,-0.843320389,0.399049283,0.684322345
hsa-miR-5001-5p,1.339458601,-0.542302179,0.727296859,-0.745640754,0.455884457,0.725297465
hsa-miR-5002-3p,0.372508313,0.456531875,0.726397193,0.628487939,0.529684345,NA
hsa-miR-5002-5p,3.152090678,-0.382142489,0.603400744,-0.63331458,0.526528234,0.770040727
hsa-miR-5003-3p,0.686681856,0.278644789,0.753424575,0.36983767,0.711503446,NA
hsa-miR-5003-5p,0.255985421,0,0.598730478,0,1,NA
hsa-miR-5004-3p,0.788840865,0.171748125,0.751728074,0.22847108,0.819280037,NA
hsa-miR-5004-5p,0.563463892,-1.030436002,0.747421143,-1.378655142,0.168001106,NA
hsa-miR-5006-3p,3.093702267,-0.615086848,0.582659847,-1.055653399,0.291126595,0.582725798
hsa-miR-5006-5p,0.709655836,0.603412949,0.753380968,0.800939996,0.423166384,NA
hsa-miR-5007-3p,0.39109807,0.257123501,0.734344772,0.350140031,0.72623361,NA
hsa-miR-5007-5p,0.202074152,0.178009424,0.667822025,0.266552192,0.78981397,NA
hsa-miR-5008-3p,0.379666048,0.033458473,0.743284349,0.045014364,0.964095859,NA
hsa-miR-5008-5p,0.088947783,0,0.520432705,0,1,NA
hsa-miR-5009-3p,0.693971263,0.024602624,0.745491411,0.033001888,0.973673082,NA
hsa-miR-5009-5p,1.166849505,1.222420888,0.738994057,1.654168768,0.098093227,0.30012146
hsa-miR-500a-3p,649.1926728,-0.356954805,0.26399884,-1.352107477,0.176340936,0.43660316
hsa-miR-500a-5p,18.52497792,-0.340027342,0.299855207,-1.133971778,0.256806386,0.539828506
hsa-miR-500b-3p,1.314970126,0.290851881,0.705185673,0.412447235,0.680011648,0.844185178
hsa-miR-500b-5p,18.32687143,-0.339702048,0.299211597,-1.135323802,0.256239673,0.539828506
hsa-miR-501-3p,184.2117931,-0.366447498,0.222701191,-1.645467168,0.099873508,0.303179477
hsa-miR-501-5p,23.66636586,-0.007234383,0.324256964,-0.022310648,0.982200155,0.98780815
hsa-miR-5010-3p,20.49589997,0.599751686,0.278967723,2.149896342,0.031563415,0.133359113
hsa-miR-5010-5p,1.671122684,0.070778713,0.668195104,0.10592522,0.915641684,0.960839316
hsa-miR-5011-3p,0.208008481,-0.131750139,0.668140807,-0.197189182,0.843679496,NA
hsa-miR-5011-5p,0.110074639,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-502-3p,22.47366172,-0.345786602,0.32308831,-1.070254142,0.28450493,0.575073079
hsa-miR-502-5p,9.354886689,-0.668886533,0.362923579,-1.843050635,0.065321618,0.22887963
hsa-miR-503-3p,0.110074639,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-503-5p,6.22742989,0.076554724,0.476459133,0.160674271,0.872349955,0.944343718
hsa-miR-504-3p,0.516766017,-0.233040447,0.753621232,-0.30922755,0.757148438,NA
hsa-miR-504-5p,55.90011631,0.067687197,0.362810975,0.186563258,0.852003077,0.927201937
hsa-miR-5047,0.198106487,0,0.585781677,0,1,NA
hsa-miR-505-3p,131.7726831,0.435606017,0.207650071,2.09778891,0.035923797,0.148140606
hsa-miR-505-5p,3.273061336,-1.057791968,0.61438347,-1.721712936,0.085121533,0.273319922
hsa-miR-506-3p,0.268338079,0,0.681377593,0,1,NA
hsa-miR-506-5p,0.094995892,0,0.520432705,0,1,NA
hsa-miR-508-3p,2.486798313,-0.688552905,0.602484,-1.142856746,0.253098074,0.539828506
hsa-miR-508-5p,0.102045534,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-5087,0.131144985,0,0.558990805,0,1,NA
hsa-miR-5088-3p,2.054026516,-0.259304539,0.70948961,-0.36548039,0.714752843,0.864010054
hsa-miR-5088-5p,0.54552259,-0.244583817,0.752265403,-0.325129689,0.74508292,NA
hsa-miR-5089-5p,0.34180223,0.19322642,0.684794147,0.28216716,0.777815338,NA
hsa-miR-509-3-5p,0.105378294,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-509-3p,3.578126945,-0.834321844,0.567588859,-1.469940486,0.141577873,0.377804634
hsa-miR-509-5p,0.137193094,0,0.520432705,0,1,NA
hsa-miR-5090,0.75062677,-0.163026363,0.7494117,-0.217539122,0.827788222,NA
hsa-miR-5091,0.113539453,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-5092,0.573003445,-0.675874143,0.750029862,-0.901129644,0.367519393,NA
hsa-miR-5094,1.028589906,0.407844022,0.73519954,0.554739224,0.579073043,0.794996454
hsa-miR-5095,13.53651657,-0.079624405,0.51819987,-0.15365578,0.877881153,0.945077846
hsa-miR-5096,228.7897843,0.186569051,0.376832182,0.495098509,0.620530586,0.815340428
hsa-miR-510-3p,1.342166037,1.988497219,0.750035621,2.651203706,0.008020545,0.047092058
hsa-miR-5100,2860.154585,-0.593911164,0.336663714,-1.76410804,0.077713791,0.264699184
hsa-miR-511-3p,1.724120516,-0.990660407,0.666777531,-1.485743536,0.13734697,0.371378979
hsa-miR-511-5p,1.749423178,-0.216934781,0.716787065,-0.302648851,0.762157482,0.883903104
hsa-miR-512-3p,1.924928438,0.502397301,0.659853004,0.761377607,0.446431559,0.722375475
hsa-miR-512-5p,0.253193687,-0.134771238,0.672906221,-0.200282349,0.841259767,NA
hsa-miR-513a-3p,0.591174357,0.614628753,0.75356313,0.815630076,0.414711742,NA
hsa-miR-513c-3p,0.168518517,0.119890233,0.579930012,0.206732245,0.836218973,NA
hsa-miR-513c-5p,3.173994602,1.480311945,0.650536793,2.275523783,0.022874528,0.10407488
hsa-miR-514a-3p,4.985933897,-0.228430321,0.482716251,-0.473218625,0.636057211,0.824783304
hsa-miR-514a-5p,0.760625894,-0.480931135,0.750197401,-0.641072782,0.521475397,NA
hsa-miR-514b-3p,2.645264462,-0.206900614,0.609901758,-0.339235969,0.734431975,0.873713254
hsa-miR-514b-5p,0.239695612,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-515-3p,0.212761503,0.125185618,0.5897066,0.212284581,0.831885024,NA
hsa-miR-515-5p,0.966322849,-0.1451651,0.727907617,-0.199427917,0.841928024,NA
hsa-miR-516a-5p,2.646491507,0.703089186,0.572043331,1.229083791,0.219040392,0.497479881
hsa-miR-516b-5p,0.822258189,0.622085087,0.749604509,0.829884398,0.406604147,NA
hsa-miR-517-5p,0.091982243,0,0.520432705,0,1,NA
hsa-miR-517a-3p,0.242662159,0.023642382,0.671538306,0.035206304,0.971915235,NA
hsa-miR-517b-3p,0.242662159,0.023642382,0.671538306,0.035206304,0.971915235,NA
hsa-miR-517c-3p,0.273109992,0.247606619,0.602461252,0.410991774,0.681078567,NA
hsa-miR-5186,0.104532319,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-5187-3p,1.763145093,-0.15314293,0.69604005,-0.220020285,0.825855357,0.92152005
hsa-miR-5187-5p,0.46351486,0.040313228,0.75263346,0.053562897,0.957283418,NA
hsa-miR-5188,4.609165928,-0.092811133,0.626610124,-0.148116235,0.882251037,0.945432353
hsa-miR-5189-3p,0.360642168,-0.321204841,0.691354001,-0.464602562,0.642216097,NA
hsa-miR-5189-5p,0.521687589,0.04467619,0.753344095,0.05930383,0.952710111,NA
hsa-miR-518a-3p,0.594293973,0.2738889,0.746615838,0.366840463,0.713738024,NA
hsa-miR-518a-5p,0.898694881,-0.264490367,0.751995476,-0.35171803,0.725049738,NA
hsa-miR-518b,1.224463739,1.08784287,0.743162272,1.463802606,0.14324789,0.379892357
hsa-miR-518c-3p,0.247027572,-0.292979402,0.672649191,-0.435560476,0.663155652,NA
hsa-miR-518c-5p,0.17842243,0,0.581007511,0,1,NA
hsa-miR-518d-3p,0.147901256,0,0.520432705,0,1,NA
hsa-miR-518d-5p,1.305968807,0.439332424,0.701605877,0.62618122,0.531196084,0.770040727
hsa-miR-518e-3p,0.154355705,0.115785809,0.57206341,0.202400305,0.83960379,NA
hsa-miR-518e-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-518f-3p,0.558900358,0.079260374,0.744299692,0.106489865,0.915193696,NA
hsa-miR-518f-5p,0.185456491,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-5190,0.330453775,0.024798594,0.681418797,0.036392589,0.970969323,NA
hsa-miR-5191,1.09433842,0.773911114,0.726459085,1.065319617,0.286731319,0.578315528
hsa-miR-5192,0.443014979,-0.326970395,0.691452458,-0.472874731,0.636302554,NA
hsa-miR-5193,1.036958097,0.673483549,0.721886165,0.932949793,0.350845892,0.64383454
hsa-miR-5194,0.354642437,-0.105047368,0.618409058,-0.169867124,0.865114637,NA
hsa-miR-5195-5p,0.498644715,0.033482837,0.734062826,0.04561304,0.963618676,NA
hsa-miR-5196-3p,7.303853416,0.950902568,0.46383483,2.050088752,0.040355771,0.159482902
hsa-miR-5196-5p,0.241219625,0.233195397,0.719626843,0.324050443,0.745899845,NA
hsa-miR-5197-3p,1.953711091,-0.028411416,0.613322353,-0.04632379,0.963052178,0.978931027
hsa-miR-5197-5p,0.177761326,-0.090480175,0.584676702,-0.15475249,0.877016448,NA
hsa-miR-519a-3p,0.730383463,0.823681292,0.748556768,1.100359153,0.271175668,NA
hsa-miR-519a-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-519b-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-519c-3p,0.638718486,1.172010468,0.748946852,1.564878022,0.117611513,NA
hsa-miR-519c-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-519d-3p,0.309487221,0.138594738,0.612712167,0.226198769,0.821046828,NA
hsa-miR-519d-5p,0.165329908,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-519e-3p,0.25884725,-0.17324763,0.720494189,-0.240456665,0.809976254,NA
hsa-miR-519e-5p,0.236964281,-0.13475578,0.672882248,-0.20026651,0.841272153,NA
hsa-miR-520a-3p,0.193480102,-0.128885032,0.6634698,-0.194259078,0.845973026,NA
hsa-miR-520a-5p,0.221730288,0.241077738,0.596416125,0.40421063,0.686057838,NA
hsa-miR-520b,0.104532319,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-520c-3p,0.104532319,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-520c-5p,1.305968807,0.439332424,0.701605877,0.62618122,0.531196084,0.770040727
hsa-miR-520d-3p,0.562902549,0.844004537,0.753228768,1.120515536,0.262494136,NA
hsa-miR-520d-5p,0.199914588,-0.091892114,0.588180098,-0.156231253,0.875850743,NA
hsa-miR-520e,0.442137724,-0.512596936,0.696213795,-0.736263688,0.46157024,NA
hsa-miR-520f-3p,0.2518859,-0.095704161,0.597378804,-0.160206824,0.872718154,NA
hsa-miR-520f-5p,0.127661056,0.171642161,0.520432705,0.329806639,0.741546071,NA
hsa-miR-520g-3p,0.359396738,0.200050723,0.691709773,0.289211936,0.772419198,NA
hsa-miR-520g-5p,0.239320242,0.017255913,0.602105943,0.028659264,0.977136346,NA
hsa-miR-520h,0.559013306,-0.005306606,0.747759567,-0.007096674,0.994337721,NA
hsa-miR-522-3p,0.961579917,0.993527446,0.75263566,1.320064274,0.18681356,NA
hsa-miR-522-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-523-5p,0.598803522,-0.213352215,0.744961251,-0.286393708,0.774576594,NA
hsa-miR-524-3p,0.162997272,0.118321528,0.576953855,0.205079708,0.83750985,NA
hsa-miR-524-5p,0.131669929,0.011980696,0.520432705,0.023020644,0.981633806,NA
hsa-miR-525-3p,0.258156606,0.023975643,0.67446266,0.03554777,0.971642956,NA
hsa-miR-525-5p,0.370661262,0.444373498,0.723851639,0.613901349,0.539280519,NA
hsa-miR-526a,1.305968807,0.439332424,0.701605877,0.62618122,0.531196084,0.770040727
hsa-miR-526b-5p,0.471832403,0.037386807,0.746631792,0.050073955,0.960063454,NA
hsa-miR-527,0.898694881,-0.264490367,0.751995476,-0.35171803,0.725049738,NA
hsa-miR-532-3p,52.62305003,-0.635069859,0.22962367,-2.76569858,0.005680101,0.035915715
