,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-3151-3p,39.06880794,-1.150306216,0.285957358,-4.022649481,5.75E-05,0.000909687
hsa-miR-3151-5p,1.871805698,-1.552838033,0.643650525,-2.412548383,0.015841435,0.078760037
hsa-miR-3152-5p,0.345545469,0.030337353,0.743876205,0.040782798,0.967469053,NA
hsa-miR-3154,0.266870361,0.14344253,0.620451753,0.231190466,0.817166837,NA
hsa-miR-3155a,0.949957651,0.84507206,0.742884094,1.137555732,0.25530604,NA
hsa-miR-3155b,1.636964851,0.678215612,0.698002189,0.971652557,0.331223427,0.621611088
hsa-miR-3156-3p,0.707303831,-0.250646052,0.749477546,-0.334427701,0.738056839,NA
hsa-miR-3156-5p,0.879378515,0.710365622,0.737713987,0.962928228,0.335583543,NA
hsa-miR-3157-3p,6.852722797,0.396132947,0.419172137,0.945036448,0.344640269,0.638877805
hsa-miR-3157-5p,4.805155619,-0.437381011,0.514970746,-0.849331761,0.395696713,0.682369296
hsa-miR-3158-3p,5.364720963,-1.409699694,0.463565881,-3.040991049,0.002358008,0.017409727
hsa-miR-3158-5p,0.517850872,-1.043803916,0.749222917,-1.393182045,0.163564748,NA
hsa-miR-3159,2.919334823,-0.174366515,0.581203376,-0.300009468,0.764169934,0.883903104
hsa-miR-3160-3p,2.68168372,1.368706672,0.636708773,2.149658885,0.031582207,0.133359113
hsa-miR-3160-5p,0.658166697,0.031186737,0.748346583,0.041674189,0.96675843,NA
hsa-miR-3161,0.484461259,0.53739325,0.748880359,0.7175956,0.473006671,NA
hsa-miR-3162-3p,0.186978135,0,0.664465516,0,1,NA
hsa-miR-3163,0.44920703,-0.447706616,0.746129172,-0.600039018,0.548480232,NA
hsa-miR-3164,0.773431598,-0.028902111,0.733958049,-0.039378424,0.968588682,NA
hsa-miR-3165,0.124186435,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3167,2.12210254,1.663574763,0.663191104,2.508439502,0.012126573,0.064947719
hsa-miR-3168,7.455421489,0.798278,0.462835493,1.724755367,0.084571568,0.272263039
hsa-miR-3169,0.317682119,0,0.691945239,0,1,NA
hsa-miR-3170,0.358341041,0.159695126,0.644351532,0.247838514,0.804259354,NA
hsa-miR-3171,0.303613897,0.443149456,0.722288132,0.613535564,0.539522275,NA
hsa-miR-3173-3p,1.540598314,1.789373508,0.697277159,2.566229918,0.010281066,0.057359972
hsa-miR-3173-5p,9.147238894,0.771896628,0.424005037,1.82048929,0.068684526,0.237887698
hsa-miR-3174,4.261125243,0.860162261,0.536433736,1.603482785,0.108828107,0.319831522
hsa-miR-3175,0.267464804,0.437667794,0.72026933,0.607644635,0.543423191,NA
hsa-miR-3176,13.43291998,0.650018093,0.395271775,1.644483959,0.100076275,0.303179477
hsa-miR-3177-3p,6.512804843,0.954340065,0.510401857,1.869781727,0.061514135,0.221128071
hsa-miR-3177-5p,0.804011793,0.957324397,0.74716014,1.281284086,0.200093901,NA
hsa-miR-3178,4.268138608,-0.537554624,0.645081067,-0.833313286,0.404668065,0.690118568
hsa-miR-3179,0.740936233,0.13788421,0.752050084,0.183344451,0.854527759,NA
hsa-miR-3180,4.214918107,-0.051792999,0.538859564,-0.096115949,0.923428484,0.962061287
hsa-miR-3180-3p,4.389416447,0.013919347,0.534089372,0.02606183,0.979208022,0.98780815
hsa-miR-3180-5p,2.671151685,-0.035272748,0.600305546,-0.058757992,0.953144868,0.975019289
hsa-miR-3181,1.160559166,0.016332832,0.722527858,0.022605124,0.981965257,0.98780815
hsa-miR-3182,1278.671854,0.683786045,0.608313796,1.124067956,0.260984198,0.544489875
hsa-miR-3183,1.126742306,-1.097715289,0.724719095,-1.514676924,0.129854241,0.358188544
hsa-miR-3184-3p,1.301634714,-0.059204142,0.706287938,-0.08382437,0.933196071,0.96367735
hsa-miR-3184-5p,0.539870677,0.603194286,0.753536094,0.800484928,0.423429893,NA
hsa-miR-3185,0.306713145,0.03061998,0.720646792,0.042489581,0.966108418,NA
hsa-miR-3186-5p,0.498924474,0.256450456,0.73065656,0.350986319,0.725598612,NA
hsa-miR-3187-3p,2.329708192,-0.903269452,0.58026376,-1.556653223,0.11955284,0.339651272
hsa-miR-3187-5p,0.426950325,-0.436399867,0.743561292,-0.586905037,0.557267487,NA
hsa-miR-3188,1.901603139,-1.353086433,0.69891968,-1.935968427,0.052871568,0.196744524
hsa-miR-3189-5p,0.098946287,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3190-3p,2.911325512,-1.496226426,0.646722502,-2.313552444,0.020692285,0.097009837
hsa-miR-3190-5p,0.847048099,0.246463332,0.74297184,0.331726344,0.740095906,NA
hsa-miR-3191-5p,0.663395068,-0.811938994,0.689161699,-1.178154553,0.238734997,NA
hsa-miR-3192-3p,0.50978255,0.326092167,0.753585173,0.43272105,0.665217435,NA
hsa-miR-3192-5p,0.972655109,0.084698551,0.717325606,0.11807546,0.906007868,0.956047528
hsa-miR-3193,0.365867032,0.638774782,0.725767612,0.880136798,0.378785207,NA
hsa-miR-3194-3p,1.158030263,-0.342275321,0.736587379,-0.464677146,0.642162677,0.825273744
hsa-miR-3194-5p,3.143382388,-0.277525074,0.53614728,-0.517628429,0.604717542,0.806944513
hsa-miR-3195,11.13380281,-2.358325207,0.620060845,-3.803377081,0.000142737,0.002013211
hsa-miR-3196,19.4800193,0.366679372,0.591362003,0.620059068,0.535218899,0.770040727
hsa-miR-3197,0.158771114,-0.086534332,0.574599061,-0.150599501,0.880291655,NA
hsa-miR-3198,0.481473347,0.031557968,0.729609398,0.043253236,0.965499668,NA
hsa-miR-3199,5.359948153,-0.403042381,0.435745312,-0.924949436,0.35499221,0.644805921
hsa-miR-32-3p,24.45309457,0.166768539,0.275112965,0.606182041,0.544393877,0.775997283
hsa-miR-32-5p,263.2921595,-0.153354865,0.189829611,-0.807855343,0.419173862,0.700460905
hsa-miR-3200-3p,351.7448355,1.114696106,0.203947028,5.465615824,4.61E-08,2.31E-06
hsa-miR-3200-5p,12.30011105,1.216928594,0.351801199,3.459137144,0.000541909,0.00577383
hsa-miR-3201,0.827991145,0.175895088,0.750494247,0.234372334,0.814695935,NA
hsa-miR-3202,1.676514735,-0.208004358,0.695955305,-0.29887603,0.765034637,0.883903104
hsa-miR-320a,3422.999109,0.037077262,0.136760503,0.271110893,0.786305744,0.894386515
hsa-miR-320b,14.91683809,-0.321062009,0.30197958,-1.063191125,0.287695286,0.578315528
hsa-miR-320c,4.728879897,-0.248917167,0.566987173,-0.439017281,0.660649015,0.835863616
hsa-miR-320d,0.466923135,0.661190252,0.728817231,0.907209961,0.364295777,NA
hsa-miR-320e,0.553985665,0.452315498,0.753386728,0.60037625,0.548255513,NA
hsa-miR-323a-3p,402.5810344,0.617623021,0.368372085,1.676628184,0.093615212,0.292202185
hsa-miR-323a-5p,2.428037204,-0.483631482,0.604409093,-0.800172412,0.423610912,0.701550153
hsa-miR-323b-3p,163.7659443,1.274842126,0.352988847,3.611564894,0.000304355,0.003643394
hsa-miR-323b-5p,0.179730725,-0.19815241,0.58606861,-0.338104458,0.735284471,NA
hsa-miR-324-3p,200.2874725,0.103209715,0.131276284,0.78620229,0.431748985,0.707907577
hsa-miR-324-5p,299.8826443,0.352416808,0.15738079,2.239261912,0.02513888,0.111497261
hsa-miR-325,0.512102062,-1.205576394,0.752254296,-1.602618158,0.109018982,NA
hsa-miR-326,398.142892,-0.320386424,0.219567097,-1.459173205,0.144517442,0.379991151
hsa-miR-328-3p,918.8544691,0.618403759,0.139368015,4.437200025,9.11E-06,0.000235675
hsa-miR-328-5p,0.292356429,-0.205910782,0.743945266,-0.276782166,0.781947376,NA
hsa-miR-329-3p,120.9438185,0.319367879,0.3344043,0.955035205,0.339559894,0.633399923
hsa-miR-329-5p,4.707960257,-0.16330407,0.530818225,-0.307645937,0.758351761,0.883903104
hsa-miR-330-3p,693.658885,1.751294012,0.251256635,6.970140371,3.17E-12,3.90E-10
hsa-miR-330-5p,1197.758737,1.381713576,0.246726359,5.60018631,2.14E-08,1.32E-06
hsa-miR-331-3p,1068.553059,0.460678335,0.146330585,3.14820264,0.001642778,0.013700524
hsa-miR-331-5p,22.79291821,0.253031119,0.257225942,0.983692069,0.325266941,0.617006366
hsa-miR-335-3p,425.3579269,-0.189878385,0.339198123,-0.559786073,0.575625364,0.794996454
hsa-miR-335-5p,840.445886,0.152422799,0.249311704,0.611374423,0.540951731,0.773205344
hsa-miR-337-3p,10.89301694,-0.123016072,0.388867214,-0.316344674,0.751740906,0.883903104
hsa-miR-337-5p,3.732834622,-0.240306131,0.5454344,-0.440577512,0.659518886,0.835863616
hsa-miR-338-3p,52420.52287,1.289096753,0.29210132,4.413183595,1.02E-05,0.000250757
hsa-miR-338-5p,4482.387876,2.412236465,0.329969093,7.310492154,2.66E-13,6.56E-11
hsa-miR-339-3p,348.2283216,-0.482289896,0.174153707,-2.769334657,0.005617091,0.035700375
hsa-miR-339-5p,233.7440863,-0.536817063,0.244463818,-2.195895766,0.028099405,0.122148997
hsa-miR-33a-3p,17.56287171,0.78878006,0.36026742,2.189429344,0.028565649,0.123151905
hsa-miR-33a-5p,104.1757559,0.377543461,0.313369232,1.204787906,0.22828519,0.50444581
hsa-miR-33b-3p,1.663298134,0.617820044,0.727364759,0.849395075,0.395661493,0.682369296
hsa-miR-33b-5p,47.0827178,1.252636012,0.377040441,3.322285563,0.000892833,0.008514896
hsa-miR-340-3p,297.5271621,-0.080017927,0.254656126,-0.314219525,0.753354314,0.883903104
hsa-miR-340-5p,14535.34586,1.068466761,0.206277488,5.179754563,2.22E-07,9.45E-06
hsa-miR-342-3p,3048.939422,0.578279842,0.128275598,4.508104812,6.54E-06,0.000175325
hsa-miR-342-5p,54.36968152,-0.140253145,0.247029331,-0.567759076,0.570198571,0.793515619
hsa-miR-345-3p,1.076544968,-0.254635298,0.751448068,-0.338859475,0.734715594,0.873713254
hsa-miR-345-5p,478.6266689,-0.286274549,0.172229488,-1.66216919,0.096478856,0.297396072
hsa-miR-346,140.5672792,0.760837686,0.174394217,4.362746067,1.28E-05,0.000282797
hsa-miR-34a-3p,17.7501141,-1.213184997,0.496051329,-2.445684398,0.01445775,0.073968486
hsa-miR-34a-5p,714.4082169,-1.330928289,0.347023378,-3.835269824,0.000125427,0.001841082
hsa-miR-34b-3p,70.37558375,-0.186898469,0.473536895,-0.394686183,0.693074501,0.84899774
hsa-miR-34b-5p,271.9669173,-0.516882479,0.505383886,-1.022752197,0.306425025,0.595933842
hsa-miR-34c-3p,46.42944774,-0.253475411,0.464446865,-0.545757609,0.585232566,0.80087875
hsa-miR-34c-5p,2342.461371,-0.57136126,0.506858751,-1.127259337,0.259632849,0.542588649
hsa-miR-3529-3p,0.499771072,-0.614313309,0.728675352,-0.843054877,0.399197753,NA
hsa-miR-3529-5p,0.521764911,0.371810008,0.722032013,0.514949478,0.606588325,NA
hsa-miR-3591-3p,0.192237089,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3605-3p,30.65998146,0.326087882,0.248358635,1.312971789,0.189192454,0.454871642
hsa-miR-3605-5p,14.41629746,0.488182785,0.316706696,1.541434997,0.123210952,0.346057184
hsa-miR-3606-3p,0.482504638,0.195730418,0.691308633,0.283130295,0.777076959,NA
hsa-miR-3606-5p,0.564493871,0.442978054,0.730633382,0.606293204,0.54432007,NA
hsa-miR-3607-3p,73.04505206,0.072147261,0.37218631,0.193847166,0.846295554,0.925385663
hsa-miR-3607-5p,20.78733652,0.053209406,0.544751479,0.097676479,0.922189193,0.962061287
hsa-miR-3609,16.39529469,1.627894219,0.439466739,3.704248981,0.000212018,0.002723105
hsa-miR-361-3p,657.5925552,-0.167686374,0.080117301,-2.09301077,0.036348193,0.149177346
hsa-miR-361-5p,1038.60574,-0.089851028,0.112853684,-0.796172752,0.425931633,0.703986197
hsa-miR-3610,0.363836553,0.032634119,0.730465802,0.044675766,0.96436575,NA
hsa-miR-3611,6.907816927,0.824461639,0.497018247,1.658815636,0.097152949,0.298727146
hsa-miR-3612,1.567303612,1.484328885,0.752882593,1.971527698,0.048663548,0.185765185
hsa-miR-3613-3p,44.61781616,1.03586529,0.208411828,4.97028071,6.69E-07,2.42E-05
hsa-miR-3613-5p,281.7684309,0.078018529,0.217989636,0.357900178,0.720418018,0.8658895
hsa-miR-3614-3p,2.468724009,-2.014790681,0.700294355,-2.877062577,0.00401396,0.027649232
hsa-miR-3614-5p,5.122844759,-1.905937396,0.607408578,-3.137817714,0.001702107,0.014085221
hsa-miR-3615,191.6868051,1.497396561,0.350290711,4.274725289,1.91E-05,0.00036302
hsa-miR-3616-3p,0.505373082,0.029048651,0.745934249,0.038942643,0.968936118,NA
hsa-miR-3616-5p,0.172240081,-0.067850037,0.520432705,-0.130372354,0.896271838,NA
hsa-miR-3617-3p,0.344850678,-0.617106327,0.692367579,-0.891298705,0.372768943,NA
hsa-miR-3617-5p,5.920836043,-2.344196392,0.584688922,-4.009305294,6.09E-05,0.000950466
hsa-miR-3618,0.216608839,0.237409787,0.592946366,0.400389986,0.688869299,NA
hsa-miR-3619-3p,0.626747808,-0.236376711,0.753443418,-0.31372855,0.753727215,NA
hsa-miR-3619-5p,0.687463142,0.000694924,0.752947133,0.000922938,0.999263602,NA
hsa-miR-362-3p,14.18913613,-0.717908278,0.331253467,-2.167247591,0.03021598,0.128914546
hsa-miR-362-5p,74.728076,-0.723660184,0.339282048,-2.132916222,0.032931599,0.138582464
hsa-miR-3620-3p,13.42940036,0.353128195,0.323335674,1.092141149,0.274771065,0.560915105
hsa-miR-3620-5p,5.437371494,0.511772957,0.497767317,1.028136921,0.303885425,0.593848944
hsa-miR-3621,0.213012604,0.023557009,0.670779039,0.03511888,0.971984947,NA
hsa-miR-3622a-3p,22.13148167,-1.188026272,0.345188965,-3.44166933,0.000578137,0.00606206
hsa-miR-3622a-5p,14.87388488,-0.721670503,0.317780402,-2.270972344,0.023148652,0.104550506
hsa-miR-3622b-3p,5.597790617,0.433326386,0.495786092,0.874018842,0.382107993,0.671972899
hsa-miR-3622b-5p,0.548233667,0.270640651,0.745432886,0.363065081,0.716556269,NA
hsa-miR-363-3p,875.572851,-1.309666845,0.237791925,-5.507616979,3.64E-08,1.95E-06
hsa-miR-363-5p,0.346480329,-0.196361821,0.743364309,-0.264152878,0.79166212,NA
hsa-miR-3646,0.421899828,0.532283246,0.745345954,0.714142531,0.475139049,NA
hsa-miR-3648,8.266343744,0.092350698,0.602372732,0.153311552,0.878152592,0.945077846
hsa-miR-3650,0.200394997,-0.091027604,0.586041319,-0.155326256,0.876564117,NA
hsa-miR-3651,1.594753924,-0.371773765,0.729424495,-0.509680944,0.610275005,0.810850303
hsa-miR-3652,0.179959821,0.251472894,0.520432705,0.483199637,0.628953993,NA
hsa-miR-3653-3p,24.06072679,0.017947393,0.436108409,0.041153512,0.967173514,0.981502011
hsa-miR-3653-5p,30.93334274,0.586651427,0.371180685,1.580500955,0.113992188,0.329981749
hsa-miR-3654,0.63997174,0.71279355,0.753409963,0.946089891,0.344102739,NA
hsa-miR-3655,0.405071444,0.295792815,0.642306069,0.460516924,0.645145227,NA
hsa-miR-3656,8.416923361,-0.110303194,0.548173532,-0.201219483,0.840526958,0.925109519
hsa-miR-3658,0.226827801,0.342248909,0.673709435,0.508006703,0.611448642,NA
hsa-miR-3659,0.221404529,0.183244851,0.673909593,0.271913106,0.785688834,NA
hsa-miR-365a-3p,296.2719481,-0.298393741,0.213667471,-1.396533307,0.162553958,0.41669237
hsa-miR-365a-5p,2.513868036,0.588526528,0.658765922,0.893377312,0.371655148,0.658406319
hsa-miR-365b-3p,296.2719481,-0.298393741,0.213667471,-1.396533307,0.162553958,0.41669237
hsa-miR-365b-5p,7.041384167,-0.211042856,0.443829549,-0.475504294,0.634427573,0.824783304
hsa-miR-3660,0.437707953,0.309795519,0.752316917,0.411788586,0.680494388,NA
hsa-miR-3661,2.884334219,0.696814421,0.607141212,1.14769745,0.251093484,0.537496989
hsa-miR-3662,0.21586469,-0.14768077,0.520432705,-0.283765352,0.776590209,NA
hsa-miR-3663-3p,4.175750255,2.049563544,0.618874891,3.31175747,0.000927119,0.008660133
hsa-miR-3663-5p,0.366142257,0.498549645,0.692346353,0.720087053,0.471471398,NA
hsa-miR-3664-3p,0.215452934,0.023638051,0.671499891,0.035201869,0.971918772,NA
hsa-miR-3664-5p,0.156222237,0.171642161,0.520432705,0.329806639,0.741546071,NA
hsa-miR-3665,14.07757313,0.598065652,0.480122686,1.245651726,0.212892283,0.490647076
hsa-miR-3666,0.223504951,0.133143076,0.603650138,0.220563316,0.825432467,NA
hsa-miR-3667-3p,0.538852428,0.305801385,0.752885871,0.406172299,0.684616006,NA
hsa-miR-3667-5p,0.755270103,0.273387684,0.752032168,0.363531901,0.716207587,NA
hsa-miR-3668,0.197406992,-0.131604494,0.66790695,-0.197040163,0.843796109,NA
hsa-miR-367-3p,0.158771114,-0.086534332,0.574599061,-0.150599501,0.880291655,NA
hsa-miR-3670,0.249678818,-0.136074557,0.674912219,-0.201618155,0.840215251,NA
hsa-miR-3671,0.178336568,0,0.581015209,0,1,NA
hsa-miR-3672,0.12941882,-0.14768077,0.520432705,-0.283765352,0.776590209,NA
hsa-miR-3674,0.386790613,0.511927202,0.679051418,0.753885771,0.450917815,NA
hsa-miR-3675-3p,0.206534142,0.236350921,0.59193469,0.399285469,0.689682873,NA
hsa-miR-3675-5p,0.604503715,0.023023503,0.753528359,0.030554262,0.975625019,NA
hsa-miR-3677-3p,8.442644648,-0.324449874,0.43620414,-0.74380283,0.456995768,0.72587576
hsa-miR-3677-5p,0.8304723,-1.382013042,0.748528153,-1.846307365,0.064847589,NA
hsa-miR-3678-3p,0.327840001,0.23250121,0.71927334,0.323244582,0.74651002,NA
hsa-miR-3678-5p,0.817977652,0.315282147,0.74687361,0.422135877,0.672925842,NA
hsa-miR-3679-3p,1.051346992,0.999797191,0.752687142,1.3283038,0.184077765,0.451228398
hsa-miR-3679-5p,1.833451486,0.149070095,0.708172237,0.210499773,0.833277628,0.923967305
hsa-miR-3680-5p,0.099473151,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3681-3p,0.134179445,0,0.560322768,0,1,NA
hsa-miR-3681-5p,2.383278084,-0.907259693,0.640052813,-1.417476301,0.156343719,0.404133763
hsa-miR-3682-3p,0.51661092,0.517765696,0.753134015,0.687481492,0.49177936,NA
hsa-miR-3682-5p,0.203749932,-0.093412769,0.591894478,-0.157819971,0.874598661,NA
hsa-miR-3683,0.136139366,0,0.520432705,0,1,NA
hsa-miR-3684,0.835591926,-1.043654776,0.732029242,-1.425700937,0.153954686,NA
hsa-miR-3685,0.393482781,-0.462344356,0.746366398,-0.619460304,0.535613165,NA
hsa-miR-3686,0.228739829,0.345731775,0.675815094,0.511577468,0.608946758,NA
hsa-miR-3687,13.9704387,0.04590887,0.466467647,0.098418124,0.921600284,0.962061287
hsa-miR-3688-3p,3.596377556,0.324318328,0.522345842,0.62088812,0.534673238,0.770040727
hsa-miR-3688-5p,0.276979646,0,0.681569432,0,1,NA
hsa-miR-3689a-3p,0.136752093,0,0.520432705,0,1,NA
hsa-miR-3689a-5p,0.225087149,0,0.59398543,0,1,NA
hsa-miR-3689b-3p,0.178336568,0,0.581015209,0,1,NA
hsa-miR-3689b-5p,0.225087149,0,0.59398543,0,1,NA
hsa-miR-3689c,0.178336568,0,0.581015209,0,1,NA
hsa-miR-3689d,0.110074639,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3689e,0.225087149,0,0.59398543,0,1,NA
hsa-miR-369-3p,131.7294019,0.426456115,0.270144597,1.578621672,0.114422861,0.330406059
hsa-miR-369-5p,80.44989205,0.010982393,0.349225046,0.031447895,0.974912345,0.984912851
hsa-miR-3690,1.866659197,1.177443458,0.695395675,1.693199282,0.090417541,0.284400072
hsa-miR-3691-3p,0.684279123,0.268953295,0.742615479,0.362170332,0.717224749,NA
hsa-miR-3691-5p,1.951290985,-0.590000989,0.665734997,-0.886240008,0.375488209,0.661395659
hsa-miR-3692-3p,0.291967438,0.198533768,0.690208595,0.28764314,0.773619919,NA
hsa-miR-3692-5p,0.325680702,0.18805348,0.679269472,0.276846653,0.781897857,NA
hsa-miR-370-3p,98.15638764,0.559855737,0.426341668,1.31316214,0.189128319,0.454871642
hsa-miR-370-5p,4.036949736,-0.385703069,0.528618559,-0.729643451,0.465608155,0.730026557
hsa-miR-3714,0.094554891,0,0.520432705,0,1,NA
hsa-miR-371a-5p,0.499579514,-0.205885915,0.747609951,-0.275392155,0.783014971,NA
hsa-miR-371b-3p,0.447264422,-0.509535539,0.695067337,-0.733073635,0.46351352,NA
hsa-miR-371b-5p,4.759088615,-2.40621865,0.716950599,-3.356184724,NA,NA
hsa-miR-372-3p,0.225554305,-0.13643589,0.675463103,-0.201988664,0.839925586,NA
hsa-miR-373-3p,0.51615014,1.118278256,0.752981093,1.485134574,0.137508179,NA
hsa-miR-373-5p,0.79948802,0.214884852,0.75328405,0.285264041,0.77544186,NA
hsa-miR-374a-3p,1507.708289,-0.352303131,0.094587347,-3.724632741,0.0001956,0.002565686
hsa-miR-374a-5p,648.6506463,-0.191765269,0.146566504,-1.308383998,0.190743097,0.455787285
hsa-miR-374b-3p,201.7316529,-0.689842749,0.265443961,-2.59882631,0.009354309,0.053397515
hsa-miR-374b-5p,1323.277987,0.235043251,0.293560147,0.800664714,0.423325776,0.701550153
hsa-miR-374c-3p,2.365688211,-0.314291081,0.689348087,-0.45592508,0.648443854,0.827531838
hsa-miR-374c-5p,91.41083222,0.226669391,0.329467827,0.687986422,0.491461332,0.749965127
hsa-miR-375,91.44516067,-2.057099236,0.541493113,-3.79893887,0.000145317,0.002013211
hsa-miR-376a-2-5p,1.334285904,-1.073505608,0.728664763,-1.473250338,0.140683546,0.376275082
hsa-miR-376a-3p,11.13312057,-0.184953162,0.411145746,-0.449848172,0.65281992,0.82982161
hsa-miR-376a-5p,69.20610149,-0.18619981,0.252714008,-0.73680051,0.461243673,0.72587576
hsa-miR-376b-3p,13.51451374,0.207964498,0.399980298,0.519936854,0.603107588,0.805844013
hsa-miR-376b-5p,0.211255911,0.171642161,0.520432705,0.329806639,0.741546071,NA
hsa-miR-376c-3p,48.78540604,0.479304761,0.347195707,1.380503132,0.167431786,0.423039738
hsa-miR-376c-5p,2.209896902,0.25089924,0.675121356,0.371635762,0.710164059,0.860995363
hsa-miR-377-3p,59.24168858,0.229818504,0.424543583,0.541330768,0.588279617,0.801730382
hsa-miR-377-5p,33.30547383,0.416906945,0.368781674,1.130498002,0.25826644,0.54064944
hsa-miR-378a-3p,2910.078702,-1.239455722,0.297309274,-4.168910389,3.06E-05,0.000539102
hsa-miR-378a-5p,45.82479934,-1.088966148,0.345396233,-3.152802621,0.001617111,0.013656835
hsa-miR-378b,1.336647973,0.308409402,0.713996366,0.43194814,0.665779105,0.837911777
hsa-miR-378c,13.98729268,-0.913004182,0.336698397,-2.711638041,0.006695166,0.041070345
hsa-miR-378d,7.801462348,-1.162738327,0.397585722,-2.924497194,0.003450132,0.024290172
hsa-miR-378e,0.152874826,0,0.520432705,0,1,NA
hsa-miR-378f,2.448609906,-0.591268469,0.682795142,-0.865952952,0.386515963,0.674276065
hsa-miR-378g,13.63880505,-0.892126952,0.372031856,-2.397985377,0.016485523,0.080882761
hsa-miR-378h,0.382409735,0.03268706,0.730699426,0.044733934,0.964319385,NA
hsa-miR-378i,3.442965059,-0.693084116,0.620429854,-1.117103104,0.263950244,0.548820658
hsa-miR-378j,0.807138485,1.036131401,0.753025988,1.37595703,0.168834937,NA
hsa-miR-379-3p,10.44712899,-0.070567756,0.364450394,-0.193627877,0.846467268,0.925385663
hsa-miR-379-5p,31.65746543,-0.163106006,0.377847497,-0.431671528,0.665980163,0.837911777
hsa-miR-380-3p,19.74387601,0.413823571,0.505633869,0.81842534,0.413114357,0.696812589
hsa-miR-380-5p,2.551648111,0.292444627,0.607347448,0.481511246,0.630153189,0.82176173
hsa-miR-381-3p,1758.305782,0.058143014,0.385486769,0.150830115,0.88010973,0.945274648
hsa-miR-381-5p,2.450289128,-0.151984072,0.626809791,-0.242472396,0.808414143,0.907809325
hsa-miR-382-3p,45.35679937,0.204417656,0.277627077,0.736303023,0.461546307,0.72587576
hsa-miR-382-5p,68.25488831,0.695242255,0.287577167,2.417585039,0.015623883,0.077992905
hsa-miR-383-3p,3.840422726,1.456601747,0.638383477,2.281703396,0.022506857,0.103274533
hsa-miR-383-5p,454.9695151,0.684518114,0.365960031,1.870472336,0.061418255,0.221128071
hsa-miR-384,4.488905693,-0.399975256,0.667345206,-0.599352858,0.548937606,0.777253477
hsa-miR-3907,0.855292462,0.214550452,0.749077245,0.286419663,0.774556716,NA
hsa-miR-3908,0.26375952,-0.349901689,0.616910463,-0.567183911,0.570589238,NA
hsa-miR-3909,48.73441609,-0.826001948,0.297796761,-2.773710318,0.0055421,0.035406268
hsa-miR-3910,0.205648803,0.171642161,0.520432705,0.329806639,0.741546071,NA
hsa-miR-3911,1.238556537,0.756151794,0.739036408,1.023159056,0.306232648,0.595933842
hsa-miR-3912-3p,21.22686611,-0.825019976,0.312280443,-2.641920087,0.00824375,0.047945964
hsa-miR-3912-5p,0.354545546,0.250727123,0.730835345,0.343069235,0.731546375,NA
hsa-miR-3913-3p,0.512358419,-0.313278471,0.746146251,-0.419862019,0.674586255,NA
hsa-miR-3913-5p,11.05526853,0.196192239,0.352254915,0.55696097,0.577554096,0.794996454
hsa-miR-3914,0.971248565,0.587386384,0.745660675,0.787739522,0.430849083,0.707372728
hsa-miR-3915,0.492550059,0.551761158,0.748624961,0.737032809,0.461102397,NA
hsa-miR-3916,1.969329918,-0.357787628,0.70033956,-0.510877364,0.609436932,0.810610289
hsa-miR-3917,0.524774164,0.053159782,0.753681549,0.07053348,0.943769054,NA
hsa-miR-3918,0.32244279,0.034798181,0.722510996,0.04816284,0.961586465,NA
hsa-miR-3919,0.5897445,-0.763916395,0.753053798,-1.014424728,0.31038013,NA
hsa-miR-3920,0.596525941,0.041638764,0.752826243,0.055309926,0.955891554,NA
hsa-miR-3921,0.147171204,0.091811429,0.520432705,0.176413641,0.859968989,NA
hsa-miR-3922-3p,3.048049347,-0.204714428,0.604389536,-0.338712728,0.734826151,0.873713254
hsa-miR-3922-5p,0.281549924,-0.352655649,0.618674423,-0.570018148,0.568665389,NA
hsa-miR-3923,0.55950462,-0.461304955,0.751447447,-0.613888512,0.539289002,NA
hsa-miR-3925-3p,0.230255068,-0.295505279,0.674440167,-0.438148991,0.661278282,NA
hsa-miR-3925-5p,0.259190458,0,0.601096758,0,1,NA
hsa-miR-3926,0.385515747,0.488991411,0.743846969,0.657381735,0.510935493,NA
hsa-miR-3928-3p,7.986548112,1.052836618,0.456603263,2.305801784,0.02112171,0.098275732
hsa-miR-3928-5p,0.309656913,0.374450257,0.691948152,0.541153634,0.588401693,NA
hsa-miR-3929,24.70076874,0.829142498,0.373235567,2.221499157,0.026317172,0.115067634
hsa-miR-3934-3p,0.876190361,0.505331904,0.7337238,0.688722247,0.490998074,NA
hsa-miR-3934-5p,1.803343579,0.664830676,0.716024142,0.928503156,0.353146632,0.644805921
hsa-miR-3935,0.363309689,0.032648292,0.730528468,0.044691335,0.964353341,NA
hsa-miR-3936,1.041700567,0.803380282,0.746211957,1.076611376,0.28165392,0.571183032
hsa-miR-3937,2.324922548,2.060261604,0.671976454,3.06597291,0.00216963,0.016311911
hsa-miR-3938,3.335678135,-0.291267947,0.557739536,-0.522229335,0.601510664,0.805844013
hsa-miR-3939,0.453569232,0.271511111,0.74785742,0.363051971,0.716566062,NA
